D3_inulin	D3_control	D2_xos	D2_inulin	D2_control	PCR_blank	D8_xos	D8_inulin	D8_control	D7_xos	D1_xos	D7_inulin	D7_control	D6_xos	D6_inulin	D6_control	D5_xos	D5_inulin	D5_control	D4_xos	D4_inulin	D1_inulin	D1_control	D4_control	D3_xos
EC:4.2.2.8	7357.3	6358.7	11757.75	10276.05	28408.85	1635.45	6153.2	9425.9	2238.75	14999.55	7857.15	26444.1	29803.95	8959.6	14864.85	8922	7253.4	10181.05	16308.2	4618.2	12796.4	19358.6	25236	6622.15	6779.1
EC:4.2.3.1	70366.09	67528.56	64320.34	62347.24	72537.22	19163.14	64566.21	73068.45	80910.75	59228.26	79658.53	45685.53	95496.07	55221.71	65903.57	55960.17	69772.66	67484.69	109800.18	70620.92	61354.84	73172.61	78263.45	83810.76	48881.33
EC:4.2.3.12	32924.5	35051.49	27458.15	28027.81	42161.39	11207.75	34807.84	45547.3	31058.43	35599.23	35341.05	31103.42	57164.16	36237.94	45426.12	36380.21	33811.53	28842.02	41464.77	41392.85	30812.46	65252.1	59019.42	29902.11	24835.59
EC:4.2.3.130	0	0	9	49	5	0	202	0	7	181	610	62	11	0	20	0	0	0	0	15	54	198	4130	0	48
EC:4.2.3.3	58805.52	60116.61	44364.41	62084.76	68556.96	17063.72	35093.41	54925.68	87835.24	54277	39608.65	40739.97	95575.63	63017.66	75836.48	62988.17	64978.41	45955.9	94937.92	60774.94	42681.05	62510.07	51279.53	79154.36	35327.29
EC:4.2.3.4	70157.52	68146.77	71267.97	63143.5	77712.09	19302.62	68599.68	81477.6	89005.73	60841.29	79577.63	53566.79	99548.05	70071.15	87064.17	65214.74	77833.46	70779.39	121376.89	75868.66	63010.42	65171.83	68086.01	80845.45	45839.83
EC:4.2.3.5	65278.88	67132.36	65952.57	60885.67	75123.06	18790.33	64144.14	77089.7	81486.83	59752.17	77960.84	48735.12	94501.26	69424.96	86605.15	65338.36	73346.7	69406.68	119674.32	72281.19	61749.49	63672.71	68202.7	83370.09	41904.73
EC:4.2.99.18	132524.4	141431.94	107496.61	96914.06	132975.9	42421.07	104791.98	146111.85	150616.23	113972.04	126022.76	83477.54	178953.5	142814.05	176107.02	137449.94	141600.99	139975.4	256799.12	152519.68	147813.84	124474.25	118669.65	166053.45	83285.75
EC:4.2.99.20	12069.07	16588.13	7020.58	2974.13	10241.55	6352.2	8010.32	14263.62	3183.8	10588.16	7461.23	7012.37	20413.3	18791.28	22560.81	17803.45	15572.05	14478.46	25837.59	28786.76	15126.03	5895.53	7272.25	9358.82	8492.27
EC:4.2.99.21	933.5	1448.78	137.28	124.67	106.41	35.67	1286.42	2180.29	51.33	32	137	23.33	281.83	396.22	349.38	174.92	571.75	810.46	1064.29	152.33	39.33	134	145.92	246.55	1237.33
EC:4.3.1.1	41525.67	39762.78	30858.51	30429.15	44454.68	11212.25	36948.44	42365.2	33365.15	40252.44	71529.58	33745.36	63500.69	36189.03	51342.86	38992	36918.29	33780.67	46969.35	47946.21	52720.63	147131.3	147991.2	42075.33	33202.95
EC:4.3.1.12	5430.6	3844	10191.53	4641.46	18348.17	3994.3	7248.53	11268.11	5265.06	4817.2	12718.9	6062.2	25172.9	21327.1	26813.6	13638.6	8172.47	4827.33	12260.23	7067.73	4314.7	14962.6	13672.9	6071.1	4298.6
EC:4.3.1.14	2034	1834.75	4254.08	1837.58	4487.17	1013	6143.08	2360.75	4534.33	1894.75	1355.25	495.5	4676.25	2138.92	2139.5	3388.25	5717.17	1297.33	2555.83	8219.83	843.25	450.75	597.5	2548.08	974.75
EC:4.3.1.15	8432.53	6843.79	8503.91	17852.21	13073.03	2319.27	5312.3	6980.58	20186.02	6113.61	3922.5	4315.5	21776.95	6636.5	5671.73	9056.44	9978.84	7877.79	22761.39	3987.05	3696.18	12760.65	12522.1	13371.68	3997.53
EC:4.3.1.17	119908.17	124554.8	102599.37	98066.47	121356.76	39039.76	102521.96	126311.15	136149.1	99002.69	109244.84	74931.88	162871.19	135130.43	163620.06	132799.35	131824.39	114529.34	213335.92	152959.31	103565.29	83320.11	91111.62	121501.75	73904.61
EC:4.3.1.18	11271.87	15577.96	2008.68	3028.67	6152.61	4680.6	7059.39	13730.52	2942.94	10474.53	3400.83	6643	13797.6	15651.92	21483.05	17249.32	12474.42	11184.46	17838.06	27830.63	15290.33	5934.07	7247.98	8897.72	7522.5
EC:4.3.1.19	68471.02	74130.02	59016.22	56560.16	62304.74	21014.34	57504.01	71521.77	80949.35	56124.83	73780.28	37118.44	90268.41	62020.12	76141.06	65132.41	75658.25	72023.24	121994.62	95204.42	85951.09	56967.25	58004.73	81808.88	42628.17
EC:4.3.1.2	11110.67	15414.34	1955	2741.67	4919	4637	6418.34	12239.21	2729.34	10133.33	2798.33	6554	12508	15100	20540.67	16958.33	11253.83	10278	16121	27641.33	14929.33	5476.33	3002.33	8409	7349
EC:4.3.1.29	93.5	133.62	53.62	90	241.75	135	826.25	2206.46	131	124	29.5	110	242	767.38	796.38	1728.25	498.75	696.12	1803.12	81.5	30	198	267.25	167.38	51
EC:4.3.1.3	14409.4	11464.81	20157.71	13033.85	41417.11	5533.72	14944.45	25671.08	8739.37	24632.34	28005.19	25318.6	55600.44	20344.64	25129.48	17103.91	15810.15	13911.61	18967.84	9268.45	16294.08	66731.41	65353.82	11116.19	14444.61
EC:4.3.1.4	1388	1290	595.33	505.33	2892.17	208	555.33	685	1007.83	1589	974	2475	5584.5	1293.67	1071	1701.5	1988.17	2395.33	3834.83	546.83	449.5	408	551.5	1057.33	846
EC:4.3.1.7	25759.24	33667.94	9024.8	8349.22	24123.32	10798.38	15378.22	27657.58	8848.52	22021.48	7699.28	14447.84	47293.38	35837.84	46785.5	41993.06	26776.76	24753	44260.3	58573.88	31678.62	12088.54	6863.82	20648.34	17172.12
EC:4.3.2.1	67148.38	66442.87	65639.07	64498	76032.56	19119.5	64658.97	73260.87	81325	61251.67	88757.51	47101.45	101693.59	54462.95	67098.14	54110.87	72871.87	69133.85	110606.99	71264.19	63855.99	147994.04	151135.71	82950.09	48348.56
EC:4.3.2.2	66843.71	67297.36	65230.57	61942.67	75680.06	19802.33	65364.14	77214.2	81221.33	59526.17	82379.84	48878.12	93598.26	68843.29	85918.98	63908.03	72732.2	70028.18	120092.82	70694.19	61914.99	63747.21	63752.87	83361.59	43438.73
EC:4.3.2.3	16103.67	19076.34	7012	18346.67	10012.5	5447	6954.34	13304	19468.34	12538.33	4015.33	7339	15692	17066	21653.67	18340.33	13625.33	12367	24388	29738.33	16447.33	6187.33	3547.33	15449	8785
EC:4.3.3.6	40004.92	34000.26	51028.69	54394.19	32884.28	9323.44	50023.71	20833.77	38551.12	24295.11	96768.71	11860.2	29395.11	20222.44	20670.49	14209.4	31117.39	30546.29	20296.2	40172.52	10539.65	13632.21	28096.19	38570.17	24626.85
EC:4.3.3.7	112173.84	109361.05	112271.47	106991.41	122650.16	31648.13	116407.67	116865.96	151407.31	85197.06	177939.92	68189.12	147881.95	96525.71	113253.75	97931.72	107656.06	98283.67	181284.87	104802.18	152635.85	81329.65	88102.71	131875.87	70516.48
EC:4.3.99.3	19036.77	20138.84	12123.98	16203.22	14408.97	7041.36	11482.95	16623.07	11677.32	12351.36	9953.51	7727.8	21450.91	20491.69	23856.5	19696.31	18604.6	15750.89	21710.79	33193.54	17327.23	6858.87	9158.22	13052.3	11422.45
EC:4.4.1.1	918.83	773.12	5291.62	906.33	5612.25	1823.67	1583.08	1957.62	351.67	566.33	11119	500	6410.83	3578.22	2002.38	507.25	1539.75	2002.12	3135.96	1269	423.67	1970	6582.65	1077.88	1182.5
EC:4.4.1.11	3142.83	823	2848.59	2299.83	11128.59	1199.67	2475.41	2175.04	1978.92	1102.08	8998.5	750.5	1952.58	2526.42	2491.75	3157.58	1970.08	1453.33	2391.17	1947.75	496.92	2090.58	7096.25	1309.33	751
EC:4.4.1.15	13180.17	17503.46	3226.95	4078.67	10164.08	5379	9047.09	15829.29	6658.34	11429.33	6151.33	7318	22989.5	17629.55	23400.05	19645.25	13026.75	12168.79	19709.29	28876.33	17847.33	10196	10234.58	11136.55	9240.5
EC:4.4.1.16	42744.03	48053.47	46263.11	34307.36	46562.97	14369.83	54994.03	67293.85	32081.13	46058.43	75667.49	41750.7	63864.41	55797.62	76899.58	48715.37	56090.34	58217.73	95884.14	58975.17	54249.92	49582.58	50807.91	41442.65	30312.73
EC:4.4.1.19	22	3	218	69	499	4	6	9	30	12	21	0	0	5	4	0	5	0	4	7	4	0	0	3	0
EC:4.4.1.2	666	543	4798	80	4225	1709	916	629	222	375	4587	414	5664	3048	1018	207	643	670	671	943	80	229	4136.4	668	952
EC:4.4.1.21	58755.45	62152.55	57615.79	54613.79	49559.87	18208.48	59761.43	68305.62	80696.28	46968.76	66893.89	32048.92	66176.65	60774.62	72185.63	57145.25	63769.95	59419.07	106098.91	68274.78	54084.19	23342.06	27383.52	90522.32	36411.63
EC:4.4.1.24	364	264	288	288	902	188	142	172	330	146	168	112	371	1364	1625	2274	402	386	1460	350	158	128	86	389	316
EC:4.4.1.25	503	326	429	420	2599	217	217	316.71	369	353	267	162	3442	824	861	993	1209	1149	1846	258	341	230	184	526	593
EC:4.4.1.5	54001.53	56985.94	42517.51	46456.53	65257.45	15574.96	42620.41	62896.1	68344.11	53337.17	35702.04	41658.82	83935.32	60933.66	74862.28	61142.86	62474.91	48323.87	98287.66	55780.16	79260.7	55667.44	64090.33	63505.14	33445.24
EC:4.4.1.8	120035.63	121292.9	122792.75	123698.15	146328.33	37151.48	141777.3	149845.21	114925.49	120170.11	183456.04	96361.05	195443.95	128837.49	170487.06	123048.74	130561.08	124701.64	200414.98	147021.49	216860.19	121116.09	117471.37	137481.11	83699.79
EC:4.6.1.1	13322.12	16765.41	3811.16	3570.25	6730.08	4797.02	7553.53	14056.14	3255.59	10534.41	3027.97	6791.59	14052.86	16191.47	21686.3	18047.6	12259.29	11444.95	18926.43	28315.94	15872.48	5863.44	5092.15	11664.05	9437.4
EC:4.6.1.12	62134.45	63071.57	60218.87	59585.37	68799.76	16157.8	60586.77	71027.27	80229.27	55652.47	70476.66	44290.65	86443.94	50877.99	63375.28	54188.55	65435.6	62446.58	107226.49	69803.39	60072.59	60966.84	61711.14	77895.92	41165.16
EC:4.6.1.13	2065.74	2299.17	646.77	401.8	708.06	420.69	679.51	2459.97	433.97	1574.09	1825.29	594.2	1290.19	1068.26	814.86	831.31	636.23	374.71	809.37	617.34	600.23	879.89	579.94	552.06	1585.83
EC:4.7.1.1	11415.67	15726.46	2242.95	3362.67	6173.58	4814	6798.09	13844.29	3117.34	10461.33	2836.33	6871	15574.5	15883.55	22054.05	18044.25	12016.75	11218.79	17671.29	28322.33	33745.33	6348	3257.58	9865.55	7995.5
EC:4.99.1.1	17347.5	19607.42	7543.45	5131.27	11278.68	7722.73	9535.86	15421.22	4138.7	11854.03	12974.91	7811.17	20542.62	19823.25	23915.68	18404.43	17375.65	16370.89	20931.92	29349.23	16231.93	17810.57	24004.24	17192.82	12009.67
EC:4.99.1.3	29437.72	29642.1	25718.62	21418.27	27320.98	6906.68	16747.04	30622.83	40952.07	28163.12	36029.22	16831.65	37133.15	21848.31	26608.99	22742.72	26234.94	22109.85	41362.86	15928.89	12421.04	58873.19	41037.2	35995.07	17970.39
EC:4.99.1.4	32828.49	35924.88	28131.6	20442.55	32587.78	11385.62	19161.82	27951.29	41183.28	21357.02	14653.47	13654.25	38182.58	31588.13	31757.96	31876.91	31132.13	25193.58	52490.33	43633.82	22287.26	9937.42	14827.69	40196.7	17613.09
EC:5.1.1.1	89347.5	96670.45	80812.34	72369.94	102946.56	30673.02	80160.08	107239.24	109996.67	78091.16	94124.31	60549.21	140026.2	97655.67	119763.02	96908.05	97984.74	101746.8	184158.09	107995.71	139552.72	74690.56	74814.18	120529.14	60285.43
EC:5.1.1.13	17960.24	14836.75	23500.09	22047.58	23333.17	7175.17	28112.33	19707.04	28418.75	18143.91	23276.75	15720.25	24128.58	26977.25	34762.25	24612	22304.25	15880.08	22254.17	22429.25	27510.75	20353.91	30680.08	18602.58	13183.08
EC:5.1.1.17	0	0	30	18	128	0	0	0	30	0	0	0	59	16	17	0	0	24	58	0	0	0	0	19	0
EC:5.1.1.18	4462.5	9274.25	2102.17	1961.25	5187.25	1735	2463	19283.25	4827.25	1857	1588.58	2760	11423	5713.5	11068.25	8088	11299.25	30885	63849	2884.25	40995	2753.5	1218.25	5575.25	3804.25
EC:5.1.1.3	66749.71	67245.19	65800.24	60788.34	73472.39	19275.83	66263.81	77577.87	81364	59350.84	81695.34	48779.45	92330.76	69180.79	86278.15	64666.03	73305.2	69523.51	119021.32	72110.86	62661.99	63720.88	64360.03	86046.59	43343.06
EC:5.1.1.4	4008	3089.75	5087.75	4030.25	9498.5	1426	4092.75	4805.25	6078	1901.75	2353.25	1569.5	8707.25	3138.25	3507.5	3840.25	6108	2859	7743.5	5592.5	20861.25	2032.75	5178.5	4188.75	2638.75
EC:5.1.1.7	71800.18	72367.95	65542.11	69418.65	76747.55	19610.23	63185.2	78825.2	89669.13	63060.3	73825.41	48271.15	94840.08	68657.39	86543.09	68003.98	71590.2	69916.51	128151.78	75826.53	66736.52	64070.31	60062.15	83960.7	45288.83
EC:5.1.1.8	23	60.62	14.62	0	33.75	0	250.25	885.75	0	0	15.5	0	26	206.38	168.38	41.25	366.75	514.12	647.12	23.5	0	46	16.25	35.38	0
EC:5.1.2.3	22144.34	30968.92	3817.9	5483.34	9800.16	9104	13362.18	26598.58	5376.68	20206.66	5384.66	13066	24993	30571.1	42208.1	33998.5	23431.5	21871.58	33966.58	55266.66	29858.66	11112	6037.16	16903.1	14705
EC:5.1.3.1	71390.11	71884.36	69589.87	66630.07	83870.96	22878.7	71635.24	86333.6	92371.2	65164.4	84364.84	54922.12	113674.56	87375.19	111382.25	80207.53	79992.2	75419.18	140256.52	80085.79	143854.59	69848.51	67377.95	107985.89	48080.43
EC:5.1.3.10	183	120	884	433	1138	37	221	91	90	247	131	169	79	105	212	247	156	145	360	222	150	117	109	56	192
EC:5.1.3.13	61959.72	63426.29	59521.92	62063.89	71521.95	17935.69	56794.49	78592.96	79598.54	68121.93	57519.76	62430.95	96511	67165.21	91637.25	63465.66	74166.66	71250.53	121131.89	69861.72	52796.9	93725.44	79989.34	79855.88	43101.67
EC:5.1.3.14	52108.14	56529.03	54479.04	40868.56	90478.25	18996.68	47843.99	70647.39	52598.39	80907.64	74898.96	66977.1	120056.81	59585.75	80949.58	56760.12	68283.97	62228.56	93086.95	54639.68	55347.62	137787.46	125775.52	55475.63	43093.08
EC:5.1.3.15	15546.5	19217.63	6924.62	5618.83	8657.09	5180.67	16239.58	15448.45	3746.84	10893.99	38730.33	7102.67	15526.33	17162.22	24535.88	17565.58	12858.08	13404.29	17553.46	30874.16	15695	9342.66	8679.25	10726.38	9974.17
EC:5.1.3.2	126052.45	124858.78	123803.08	108815.56	133991.2	34154.31	123684.34	141318.09	144064.28	121432.13	196621.14	95064.86	168381.46	118670.57	152171.52	114388.44	122605.91	126499.47	209606.98	114778.14	113712.7	149181.86	154812.66	158796.11	85860.79
EC:5.1.3.20	14010.17	16851.13	3926.28	3779	8200.75	4893	8544.09	14135.62	3215.67	12141.66	4442.33	8987.67	17614.5	16605.55	22605.05	18627.25	13529.75	13164.46	19650.29	28008.66	15644.33	16602.33	13945.58	8862.55	10335.17
EC:5.1.3.22	11872.95	16185.59	4956.36	4799.34	8239.25	5081.36	9802.19	15003.14	4591.93	11270.57	9521.64	7062.92	18035.12	16153.8	22609.73	18442.64	13987.29	12057.28	20309.77	31718.94	34626.08	8218.43	5942.86	10533.01	8497.76
EC:5.1.3.23	123.1	207.93	102.7	127.8	192.2	39.4	225.8	175	145.9	100.3	1300	95.2	175.4	151.57	192	161.76	113.8	92	265.47	107.7	128.8	4218.6	4326.8	407.2	171.9
EC:5.1.3.24	0	13	0	0	13	107.67	0	24	33.67	233.33	0	0	0	0	12	374	0	0	0	0	0	19	0	0	0
EC:5.1.3.25	307.5	307.5	18.25	40.75	58.75	37.75	9	32.5	16.25	203.25	27.25	90.5	148.25	60	59.75	37	46	61.75	49	63	71	14	0	132.25	157.5
EC:5.1.3.29	33142.12	33601.26	22323.52	27786.34	23756.75	8472.69	28406.19	22559.25	31000.09	17042.07	65336.64	9945.59	28843.79	22855.63	28810.06	24539.81	22454.96	20867.62	30045.1	39666.77	19643.41	11762.43	10936.53	27265.68	16969.43
EC:5.1.3.3	86180.39	88241.9	95713.87	83720.76	124772.86	27413.8	106926.33	136589.89	94602.73	99836.39	142737.21	97707.09	143171.53	125837.4	167877.78	111292.49	95801.86	89414.05	150056.5	93451.23	90629.43	127551.74	121911.43	109638.87	61881.51
EC:5.1.3.30	6353.7	6075	7829.3	6958.8	4620.9	2138	6908.4	7135	18600.5	7215.5	9669	2637	12324	5018.7	7185.6	6232.5	7770	5394	10813	8165.5	21442	17762.2	11542	11150	3989.5
EC:5.1.3.31	6353.7	6075	7829.3	6958.8	4620.9	2138	6908.4	7135	18600.5	7215.5	9669	2637	12324	5018.7	7185.6	6232.5	7770	5394	10813	8165.5	21442	17762.2	11542	11150	3989.5
EC:5.1.3.32	23664.98	27281.23	23318.75	20854.47	47922.5	9907.56	31497.65	52940.58	13032.12	42951.16	25117.83	49895.3	61251.34	51347.16	73259.3	47533.84	32424.28	30234.02	45542.55	38939.6	39378.86	53890.77	55476.35	21204.66	19839.9
EC:5.1.3.4	58417.28	65255.01	46316.66	55787.78	55384.73	19463.62	45024.47	62289.54	66528.55	57883.42	30042.74	42290.2	84129.33	70752.98	90491.28	73522.79	60080.93	49733.83	87916.69	93346.78	89466.87	30577.59	27888.84	72618.52	38478.71
EC:5.1.3.6	4200.87	3952.43	4628.43	4785.39	11232.72	1126.58	4479.21	7540.74	2277.09	12930.05	8443.75	16856.7	16646.94	8357.56	13061.44	8243.33	7810.99	6675.97	9575.88	2683.17	7593.8	18672.28	13080.19	3440.65	3733.54
EC:5.1.3.7	4724.34	5198.57	1978.7	1533.13	2593.93	1050.29	2649.44	6756.32	1133.9	4102.29	9067.79	1853	3834.29	2905.73	3826.71	2595.71	1936.1	1456.04	2718.9	1309.47	1374.43	16608.49	9359.14	1681.19	3884.43
EC:5.1.3.8	12626.03	13986.95	12725.32	10486.64	24437.47	3751.34	16865.59	23249.23	20268.36	21447.42	17133.59	20949.42	33138.7	14557.05	18846.07	16319	14184.73	11622.78	17431.08	7321.31	13154.43	32965.43	28861.9	11709.36	11604.14
EC:5.1.3.9	42536.05	48704	34163.21	25658.36	34978.28	13096.22	37977.08	63129.99	45049.47	30228.99	53790.95	27302.29	50072.51	62156.98	89136.1	56441.59	51017.26	61245.45	115499.73	54705.54	84456.86	38380.92	27163.27	46115.2	24708.28
EC:5.1.99.1	13972.4	13468.27	14483.45	10389.97	28438.46	3458.72	17012.73	25362.98	7442.71	20627.25	17704.99	22358.15	31414.84	14083.67	19371.92	13319.48	13535	11908	16426.98	6892.47	11518.28	32442.18	31849.93	8179.06	10940.32
EC:5.1.99.3	382.5	260.12	223.95	290	2367.08	104	474.75	1340.58	334	340	264	138	6365.5	662.55	877.38	241.92	705.42	899.79	1389.29	246	314	264.67	152.25	739.55	405.5
EC:5.1.99.4	0	0	0	0	0	0	15	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:5.1.99.6	54611.22	59201.4	47475.15	49406.07	63853.29	16247.01	43332.29	67140.44	94162.72	51357.39	29412.26	43019.87	87186.48	50165.01	57300.44	57265.76	59259.64	54140.08	107435.02	58129.46	57936.39	45674.48	40776.12	86422.49	34994.73
EC:5.2.1.1	247	150	112	170	1182	85	106	191	209	209	110	93	3181	401	218	287	219	204	3348	131	184	102	95	408	227
EC:5.2.1.13	30	0	24	0	51	0	45	97	22	0	46	0	40	51	63	22	21	27	25	29	30	29	0	3507	0
EC:5.2.1.4	23	60.62	14.62	0	33.75	0	250.25	933.46	0	0	15.5	0	26	206.38	168.38	41.25	366.75	514.12	647.12	23.5	0	46	16.25	35.38	0
EC:5.2.1.8	320757.7	344657.35	256468.31	236657.98	373658.17	98534.75	322955.64	454206.18	256490.11	345370.43	366168.65	302573.35	491743.27	390735.28	536005.74	374099.86	356691.83	351761.08	570938.74	410469.86	322865.9	507554.25	459736.41	314169.83	231470.88
EC:5.3.1.1	74188.48	74379.2	70358.69	67321.12	81481.13	22476.46	68811.85	82533.4	92244.45	64794.3	84408.39	50744.25	102668.9	73954.27	89506.31	70127.81	77077.63	74195.77	131548.91	75872.67	64649.19	65473.71	66163.83	91227.89	46814.71
EC:5.3.1.12	32650.23	37086.86	26299.52	20835.62	40804.33	12633.14	29181.48	46837	25786.2	34625.2	26499.45	32753.2	51928.95	50909.88	64860.62	45605.72	35749.85	29681.75	55330.52	42678.81	30888.09	41654.98	33820.18	31797.71	22271.45
EC:5.3.1.13	35445.24	44843.24	18447.9	16874.26	38559.92	12645.72	31424.56	60175.31	11630.29	40800.86	23443.2	36545.45	66549.59	45907.02	67144.72	50347.23	42406.43	49727.71	82087.06	63287.13	98443.89	56544.23	45035.19	27615.41	28622.47
EC:5.3.1.14	24355.63	28835.61	16322.51	25316.3	31865.88	9179.34	25539.05	40963.44	18243.42	29961.2	22088.77	30294.4	47578.65	43352.95	61140.21	39427.22	30809.9	25983.5	43060.32	35992.16	29763.69	40615.18	32353.91	20826.09	17935.3
EC:5.3.1.16	58786.03	60321.16	52221.78	56470.35	59858.42	15490.61	49873.56	66306.37	78486.44	54519.18	35738.55	43246.5	80338.18	47589.55	58759.46	52210.07	66043.7	61418.52	103884.54	65351.65	58710.72	57039.99	55452.2	77998.24	38622.45
EC:5.3.1.17	20672.39	21164.41	23551.14	19216.56	43541.15	7665.77	26315.82	40794.03	25303.25	31823.62	15515.09	41452.02	46303.17	38436.19	49313.54	37831.86	21293.1	18959.53	39952.02	13003.82	23649.34	25287.08	30025.99	17870.38	17368.8
EC:5.3.1.22	1061.82	2088.12	1223.25	1119.3	2362.98	411.54	2385.27	4054.33	1025.42	3802.33	9639.5	1193.5	3990.12	1739.12	4621.85	957.67	3287.04	3294.41	2412.16	805.75	541	20361.99	14910.25	912.8	1255
EC:5.3.1.23	7071.52	6325.46	5367.15	4726.8	11223.52	1727.8	5268.56	7301.44	5965.85	7653.86	12406.5	4807.83	17667.06	6008.49	8468.35	5425.57	7812.21	7258.91	13180.76	2925.71	21552.33	32745.22	30576.31	7564.13	6377.16
EC:5.3.1.24	56219.39	56184.9	51390.2	52332.77	55533.16	15144.22	50535.89	51767.36	55540.49	48801.34	72725.86	36672.62	75240.99	45041.51	54350.71	42627.09	49810.66	45593.52	60827.09	59748.58	55255.59	47745.41	47676.45	69779.09	36567.67
EC:5.3.1.25	31658.46	32877.98	23668.95	31800.63	38237.24	9309.27	23164.57	38031.72	33260.75	29115.99	12167.59	26911.29	47605.23	31298.42	38112.94	34502.73	31489.27	24080.08	41872.47	40540.41	28440.38	19377.24	17524.52	29670.97	18185.34
EC:5.3.1.26	2284.12	5235.64	10144.6	2744.28	9142.6	4866.72	2395.48	1879.02	1188.92	5430	9859.12	1547.08	14257.28	6466.48	2431.2	1088.72	4311.6	4693	9089.92	2323.2	512.4	523.08	5848.64	1879.2	2578.28
EC:5.3.1.27	3989	5685.5	7087.5	2504	10296	3848.17	6084.5	16309.5	4004.67	3806.83	5273.75	5892	18230.75	21795	29466.17	14866.75	8900	17412	35759.5	6164	41366	4403.5	1741.3	5750.5	3966.5
EC:5.3.1.28	19965.02	23634.38	8180.24	6553.08	13322.33	6464.79	12427.36	20688.26	9999.56	16118.68	10748.69	10825.03	26020.81	20244.67	25381.75	22429.4	17997.81	16898.9	26701	30925.43	18980.32	23886.24	20843.32	13916.89	14329.72
EC:5.3.1.29	271	126	276	869	1531	328	102	894	350	439	81	559	5612	213	828	598	223	247	1182	881	37459	1428	448	1681	946
EC:5.3.1.30	1399.85	1476.25	3013.13	2561.88	3264.88	1153.39	3072.92	2552.21	2156.22	1408.41	1555.21	560.12	5989.49	1393.03	1763.06	1941.48	2972.43	2096.95	4290.4	3708.71	1029.68	655.97	660.93	1771.48	1084.86
EC:5.3.1.31	18	13	0	64	13	242.67	544	1322.71	214.67	339.33	0	110	3.5	517	929	1980	0	0	13	43	9	171	103	163.5	68.5
EC:5.3.1.4	43736.18	46833.59	40595.13	49563.67	42572.48	12119.16	33478.7	46664.54	57915.8	43671.65	28170.7	34415.58	56319.93	52237.45	69200.49	48627.14	44224.63	37592.67	50149.72	56970.69	34588.92	40536.01	35377.48	54307.49	27196.98
EC:5.3.1.5	12344.23	12120.13	19648.65	17971.89	21909.78	2757.23	23072.99	26049.27	5562.79	23003.92	19684.74	20227.98	23554.08	13055.97	21883.88	11563.91	14492.67	16179.87	14910.02	15159.39	12667.86	33152.52	28852.35	16297.53	11903.9
EC:5.3.1.6	81934.43	85990.76	81264.61	75042.22	98558.22	24692.54	83662.5	106207.9	97903.97	78993.91	100621.08	68590.15	134493.05	83468.95	108602.54	80337.59	97004.35	97278.32	175717.64	88629.63	129852.22	99031.77	97119.57	110317.01	55540.34
EC:5.3.1.8	50494.11	57470.16	40379.36	28529.74	53498.4	15929.18	46904.22	85366.07	51100.29	47627.01	38503.61	47215.84	78454.54	61771.55	85034.91	60515.34	64449.39	85364.28	163249.88	53412.11	112893.37	48499.93	41466.09	51161.29	34991.6
EC:5.3.1.9	75793.54	79747.53	71781.24	66961.84	82740.06	22626.33	75311.14	99109.7	87961.83	73440	103508.59	56025.12	119993.51	77327.29	103140.48	72689.45	87313.87	92076.18	158776.82	79646.19	122062.32	112491.54	94545.95	92139.92	52304.56
EC:5.3.2.5	34	45	61	178	297.5	59	218	87	93	297	639	107	717	40	126	94	76	109	344	69	295	319	4184	271	187
EC:5.3.2.6	5938.36	5263.41	8934.25	5084.9	12213.58	4491.73	9357.92	13949.01	3143.86	6686.7	15434.58	6500.67	14460.12	22485.95	28084.78	15761.6	10157.32	9935.39	16643.42	3774.4	3327.6	15339.44	22627.41	10571.82	3743.67
EC:5.3.2.8	35.5	65.5	15.33	0	38.33	0	74.5	226.83	0	0	28.5	0	46.5	106.17	95	20.67	152.67	185.67	294.17	48.5	0	14.67	0	87.17	0
EC:5.3.3.10	58.5	139.12	29.95	0	85.08	107.67	324.75	1136.58	33.67	233.33	44	0	72.5	312.55	628.38	435.92	519.42	699.79	941.29	72	0	79.67	16.25	122.55	17.5
EC:5.3.3.14	14198.1	18064.92	2055.15	2899.14	5027.88	4623.53	6968.96	13730.72	3092.07	12070.53	5004.26	6796.47	13702.57	15538.02	21527.25	17269.98	15021.35	14094.39	18635.62	27779.13	15050.73	6085.87	4398.24	8800.55	8227.57
EC:5.3.3.17	176	128	125	129	347	89	63	82	144	68	84	52	156	446	552	762	192	181	477	110	79	59	43	133	153
EC:5.3.3.18	1053.5	1015.12	167.95	56	840.08	128	413.75	1239.58	125	1261	122	2002	1652.5	862.55	1042.38	770.92	1104.42	1582.79	3075.29	129	13	104.67	81.25	184.55	516.5
EC:5.3.3.2	17225.66	21078.25	10025.12	5925.94	12859.68	8560.73	14265.86	20599.22	4578.2	16094.86	15637.91	13354.67	23836.62	35033.42	45143.02	29596.43	20681.82	19700.39	32208.42	30651.73	17094.26	8759.9	11048.57	15656.65	10449.5
EC:5.3.3.3	1451.53	979.67	1377.9	1506.5	7045.87	576.6	808.13	905.4	1600.43	1024.53	797	403	8535.6	2020.87	1680	2477.07	1692.34	1230.33	3792.43	1215.63	694.33	447.73	373.4	2577.66	918.33
EC:5.3.3.4	58.5	126.12	29.95	0	72.08	0	324.75	1112.58	0	0	44	0	72.5	312.55	263.38	61.92	519.42	699.79	941.29	72	0	60.67	16.25	122.55	0
