D3_inulin	D3_control	D2_xos	D2_inulin	D2_control	PCR_blank	D8_xos	D8_inulin	D8_control	D7_xos	D1_xos	D7_inulin	D7_control	D6_xos	D6_inulin	D6_control	D5_xos	D5_inulin	D5_control	D4_xos	D4_inulin	D1_inulin	D1_control	D4_control	D3_xos
EC:2.1.1.217	35169.98	34660.92	33245.7	35928.08	39736.72	11398.85	21549.75	33228.35	64270.8	23327.89	21876.22	16210.42	49013.6	37936.4	39224.73	34091.88	39051.69	38464.93	85209.55	22849.39	32221.93	9722.82	12784	59828.57	18331.76
EC:2.1.1.219	8882.83	7640.33	14637.42	11781	5184.17	1189.09	18282.58	4832.33	2369.75	7220.58	40015.75	1833.08	2220.41	3175.42	7006.58	2064	6165.16	8528	2295.67	13267.33	2724.5	4913.66	7296.92	7681.83	6635.33
EC:2.1.1.220	8882.83	7640.33	14637.42	11781	5184.17	1189.09	18282.58	4832.33	2369.75	7220.58	40015.75	1833.08	2220.41	3175.42	7006.58	2064	6165.16	8528	2295.67	13267.33	2724.5	4913.66	7296.92	7681.83	6635.33
EC:2.1.1.222	11262.17	15591.46	2011.95	2877.67	6014.58	4604	6829.09	13503.79	2847.84	10286.33	2814.33	6602	15584	15469.55	21248.05	17103.75	12036.25	11062.79	17192.79	27831.83	15228.83	5684	3104.08	8850.55	7576.5
EC:2.1.1.223	26552.23	29723.11	20035.71	28082.33	38580.75	8737.39	26420.23	39986.69	24153.7	30749.95	21050.7	27583.95	52628.6	30994.22	41656.69	32071.77	34868.77	25532.58	41328.1	41135.39	28694.74	38870.48	31973.06	24653.32	18475.5
EC:2.1.1.224	0	15	0	0	163	0	0	0	0	0	0	0	0	0	0	23	50	170	294	0	0	0	0	0	0
EC:2.1.1.226	45634.81	43186.42	48710.45	50617.41	44021.06	11461.94	44147.66	41864.51	74063.88	31710.8	58914.97	22508.67	50907.01	39902.82	47060.14	37548.88	49700.85	48056.6	89215.22	38657.55	35770.43	15683.31	23223.69	67865.4	25079.26
EC:2.1.1.227	45634.81	43186.42	48710.45	50617.41	44021.06	11461.94	44147.66	41864.51	74063.88	31710.8	58914.97	22508.67	50907.01	39902.82	47060.14	37548.88	49700.85	48056.6	89215.22	38657.55	35770.43	15683.31	23223.69	67865.4	25079.26
EC:2.1.1.228	68149.71	68804.86	66674.57	62779.67	76124.56	20322.33	66801.14	78049.2	84635.83	60370.17	82963.84	49275.12	95257.26	70363.79	87012.48	66334.53	74058.7	70376.18	120651.82	72604.69	62518.49	64149.21	65031.2	84660.59	44296.73
EC:2.1.1.242	16626.67	19698.46	11206.95	9613.17	8770.08	5711	12124.09	19513.79	21751.84	13106.33	4550.83	11841.5	16812	18190.05	23669.55	20172.25	17750.08	13864.62	20286.29	32417.33	16425.83	7074.5	6933.58	15949.55	9238.5
EC:2.1.1.245	20327.6	16150	16247.7	17170	17281.1	3827.8	4056.9	8058.2	38815.3	7909.1	6037	3679	5679.3	8743.1	6038.5	9780.7	7021.5	8276	9863.8	9178.9	4030.5	2451.7	1993.7	25604	6441
EC:2.1.1.246	2307	1196	2661	1870	5983.5	823	1944	2907	2051	815	1272	691	2682	1365	1401	1431	4523	1826	5743	3463	1012	621	429	1625	848
EC:2.1.1.248	176	128	125	129	347	89	63	82	144	68	84	52	156	332	426	580	192	181	365	110	79	59	43	133	153
EC:2.1.1.250	914.5	647.25	662.5	682.25	1824.75	477	353	464.75	741.25	392	445.25	260	879	2891.5	3315.25	4064	981.75	911	2416	573.25	395	338.5	254.75	672.25	780.25
EC:2.1.1.258	10162.7	8075	8122.65	8583.5	8641.45	1912.6	2027.55	4027.4	19406.85	3951.95	3017.5	1839.5	2838.85	4338.95	2991.75	4877.65	3510.75	4138	4931.1	4588.55	2015.25	1224.65	995.65	12802	3220
EC:2.1.1.264	13327.17	16906.96	7728.95	5759.67	8038.58	5114	11717.09	17731.79	10390.34	11469.33	3692.33	11352.5	15966.5	17003.55	22883.55	18501.25	16813.75	12586.79	19182.29	31222.83	15791.33	6661.5	6667.08	9587.55	8358
EC:2.1.1.265	14132.1	17731.92	2032.15	2869.14	5027.88	4611.53	6939.96	13632.22	3051.07	10128.53	5019.26	6615.47	12885.57	15598.02	21550.25	17289.98	15005.35	13920.39	18799.62	27779.13	15050.73	6071.87	4398.24	8731.55	8170.57
EC:2.1.1.266	12733.87	17400.36	2566.8	3490.22	7627.23	4916.55	8077.09	14926.19	3171.29	12192.38	6719.78	7509.9	18477.55	17698.55	23652.6	19195.05	13704.35	13395.94	20116.29	28258.53	16439.93	17237.6	13740.98	9767.6	8740
EC:2.1.1.271	24652.82	20934.8	21874.03	29505.48	28502.95	5571.12	9903.98	14524.46	44897.44	11688.19	7241.14	7226.75	30683.48	14546.7	9717.43	16446.21	21117.63	14041.17	36538.92	14232.99	7866.83	4429.92	3656.26	34733.97	10942.59
EC:2.1.1.289	2051.49	923.63	4098.19	1690.41	6090.45	778.62	2438.48	3340.46	1350.44	865.36	1219.31	648.75	802.38	1840.2	1816.83	2485.34	1372.96	1226.17	2810.25	1625.99	1108.4	463.09	378.06	3947.84	663.56
EC:2.1.1.294	0	0	0	64	0	135	544	1241	131	106	0	110	0	495	564	1579	0	0	0	32	0	152	103	96	51
EC:2.1.1.297	66770.09	67304.4	64628.36	61921.76	74508.06	19919.64	66208.37	77120.68	81598.41	59762.09	83099.53	48959.2	94392.07	69197.71	86233.4	64814.34	73245.66	69814.02	118471.01	71934.58	61373.84	63977.44	68701.62	80569.59	43426.5
EC:2.1.1.298	12853.17	15831.46	2190.95	3391.67	6308.08	4675	7309.09	13725.29	2933.34	10806.33	4250.33	6954	14079.5	15568.55	21618.05	17145.25	12709.75	11807.79	17689.29	27809.33	15552.33	16512	13812.58	8677.55	9655.5
EC:2.1.1.33	66694.71	67141.03	65673.07	62001.17	74236.56	19845.83	66234.64	77388.2	81486.83	59786.67	82413.84	48910.62	95640.26	68609.62	85586.48	64176.37	72943.7	69640.68	119269.65	72348.69	61955.99	63803.71	64495.7	82442.59	43333.23
EC:2.1.1.34	11364.17	15689.46	2345.28	3117	5928.25	4668	7076.42	13736.79	3452.17	10310.33	2816.33	6628	12989	15874.22	21745.05	17885.75	12768.92	11391.12	17599.12	28070.16	15233.83	5664	3110.08	9088.88	7588.5
EC:2.1.1.35	11087.17	15493.13	1926.28	2818	5550.75	4691	7229.42	14549.62	2863.67	10225.66	2698.33	6647.67	14426.5	15841.55	21696.38	18664.25	11741.75	10955.46	17020.29	27669.66	14937.33	5717.33	3129.25	8567.55	7422.17
EC:2.1.1.37	102672.45	100168.54	96287.66	105536.05	101580.6	28405.87	88781.67	88434.91	170489.76	82985.08	130842.9	49222.96	136714.58	89673.2	100354.31	94760.74	101719.86	77236.98	132505.04	100044.91	72848.68	102277.65	101592.64	148200.67	64662.08
EC:2.1.1.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:2.1.1.45	59437.66	60125.4	61120.28	58375.53	65095.01	17529.44	64017.12	78192.88	61963.96	55858.61	80401.93	47010.6	81354.62	65233.69	84789.75	59128.56	67681.94	63653.62	99980.27	68602.03	42028.86	62895.66	63425.14	60010.36	38375.37
EC:2.1.1.61	11130.17	15547.46	2006.95	3092.67	5417.08	4595	6998.09	13590.29	2828.34	10699.33	4154.33	6817	13872.5	15385.55	21463.05	17075.25	11859.75	11067.79	17158.29	27726.33	15316.33	16335	13613.58	8566.55	7726.5
EC:2.1.1.63	70095.38	78245.66	63710.13	49848.46	76165.62	23008.11	73805.9	90039.22	68598.98	69657.38	82915.52	55288.19	112559.18	81953.64	106621.88	81820.09	83106.66	78894.53	142605.81	98071.05	76416.88	81110.51	79589.38	73320.66	47936.23
EC:2.1.1.64	11262.17	15591.46	2011.95	2877.67	6014.58	4604	6829.09	13503.79	2847.84	10286.33	2814.33	6602	15584	15469.55	21248.05	17103.75	12036.25	11062.79	17192.79	27831.83	15228.83	5684	3104.08	8850.55	7576.5
EC:2.1.1.72	193758.51	213460.61	182590.94	167707.49	226477.02	64647.65	209359.55	248733.87	246279.07	215345.42	246414.56	147358.93	307759.87	236610.14	292962.54	239819.26	224575.08	202232.95	350955.73	235686.37	209976.88	204580.17	183162.45	323364.03	131746.45
EC:2.1.1.74	15497.83	17539.46	19224.5	10419.1	19671.27	6800.56	17409.43	26110.93	31156.03	15169.03	16291.33	16407.5	25931.21	28164.7	33702.63	23732.59	24207.73	28160.77	57896.64	11411.73	25989.6	7054.57	12578.74	31566.44	10077
EC:2.1.1.77	13315.17	17876.46	2772.95	3265.67	6118.08	5163	8082.09	16065.29	3096.34	12560.33	3164.33	7442	15263.5	17524.55	23097.05	20226.25	13600.75	11781.79	19441.29	28242.33	15218.33	6017	3386.58	9034.55	9063.5
EC:2.1.1.79	30862.65	33381.92	20329.56	19095.75	22858.78	10217.46	27206.32	30334.87	26833.69	18596.27	48665.89	14024.58	25720.37	38256.5	50727.96	36736.26	24336.29	25667.79	47453.04	39057.9	21472.14	13965.33	12041.06	37405.22	17219.39
EC:2.1.1.80	8136.03	7443.54	7489.42	6074.06	14445.95	2670.27	5170.3	5854.71	12790.77	4481.11	3765.41	2112.5	10055.35	6317.83	4776.21	6947.4	7586.42	4748.62	12502.39	4119.3	2882.08	1948.48	5568.15	14318.96	3786.38
EC:2.1.1.86	198	27	1881	621	4392	36	54	81	207	108	189	0	0	45	36	0	45	0	36	63	36	0	0	27	0
EC:2.1.1.90	36.7	10.25	224.9	79.25	503.45	12.6	27.8	25.15	29.85	17.2	28.25	0	8.6	79.7	64.25	25.4	15.75	0	5.6	14.05	4	21.9	18.15	10.25	6.25
EC:2.1.1.98	22	3	209	69	488	4	6	9	23	12	21	0	0	5	4	0	5	0	4	7	4	0	0	3	0
EC:2.1.2.1	64134.45	65280.2	60167.87	58673.17	70822.96	19552.69	60739.24	72394.67	74186.03	58608.74	75169.09	44265.79	88491.05	66733.02	83562.65	63469.58	68743.54	67844.68	117604.85	68731.46	61481.99	61392.35	58512.33	82674.26	41658.4
EC:2.1.2.10	22251.3	26661.64	18873.45	12376.19	33950.17	9348.59	23614.81	37007.02	10000.18	28781.5	23590.47	26821.52	51548.55	31888.04	41156.74	30577.68	25089.55	22668.45	38275.4	34734.57	26908.56	38142.63	34910.01	19207.79	17816.34
EC:2.1.2.11	27875.1	30300.61	23232.52	16379.99	41096.87	10593.49	26321.11	38955.02	21646.38	33149.9	27186.2	29959.12	53445.45	34575.67	42649.27	32451.25	29122.35	24729.25	36625.87	39402.27	28522.16	49557.13	46062.78	40834.49	20943.14
EC:2.1.2.13	11072.17	15484.46	1911.95	2741.67	5008.08	4552	6681.09	13251.58	2688.34	10103.33	2692.33	6533	12629.5	15290.55	21104.05	16999.25	11715.75	10935.79	16983.29	27633.33	14929.33	5556	3018.58	8451.55	7352.5
EC:2.1.2.2	85891.61	91029.5	77888.56	72842.4	99458.59	26616.72	81456.89	106235.89	88333.05	86947.34	95200.91	74532.77	130724.51	95266.09	123659.62	92031.18	95271.28	90005.63	148991.09	104732.5	87417.35	96512.31	90240.71	97618.45	58684.8
EC:2.1.2.3	75730.64	76170.24	76887.66	70042.83	94452.46	22630.07	79947	96907.8	85400.71	77093.91	86275.38	70816.12	117185.61	80382.19	100199.42	76385.83	81809.08	78081.89	133701.25	76920.22	72363.42	79941.56	81791.93	88996.7	51443.8
EC:2.1.2.5	10013.23	8892.68	11683.87	9642.39	28770.12	2831.14	9927.74	16701.65	6095.46	18442.09	18893.74	20118.9	35572.5	12564.92	18349.84	11712.15	11864	11023.24	15169.56	6173.81	11546.78	42786.6	38150.26	7824.64	9135.07
EC:2.1.2.9	67583.83	68044.82	67219.89	62673.19	75809.81	20073.77	67188.91	78250.62	82217.5	62484.5	85059.4	49886.54	95164.7	70411.87	89306.31	65513.72	75832.74	71984.09	121794.63	72958.8	62349.14	68408.98	67635.78	83676.84	44106.46
EC:2.1.3.1	0	0	0	0	0	0	0	0	40	0	0	29	0	0	0	0	0	0	0	0	0	0	0	12	0
EC:2.1.3.11	7883.73	8062.98	10203.84	7962.26	20121.25	2087.39	14183.06	21230.4	3922.78	17130.04	15404.54	19140.45	23822.25	10737.75	16665.29	10003.9	10083.93	9281.46	12163.48	4844.98	10592.23	31581.9	27066.03	5874.31	7922.97
EC:2.1.3.2	65960.71	67741.86	66467.57	62123.67	76184.06	20136.33	66217.14	77608.2	82286.33	59638.17	81364.84	48772.12	95214.76	70187.79	86960.48	66493.03	75083.2	70452.18	121064.32	72705.19	61893.99	53184.21	54085.7	87213.59	41949.73
EC:2.1.3.3	56218.15	55462.22	58530.73	51182.17	62010.14	18078.78	49109.75	55423.78	63693.38	39573.3	66224.97	29065.17	62711.9	59381.2	69844.42	51075.77	59568.44	60100.55	105634.51	66898.38	49296.66	31469.64	39677.28	73268.98	31995.56
EC:2.1.3.6	2361	1591.5	5772	2983.83	3164.5	562	4712	4341.5	7724.33	1340	1707	4819.5	3178	1816.33	1970.33	1623	5233	1992	2890.5	3627.5	887	1311.5	3702.5	1256.17	1040.5
EC:2.1.4.1	321.5	477.5	296	183	470	91.5	288.5	217.5	253.5	98.5	131.5	75.5	415.5	526	508	536	554	321.5	568	138	111.5	100.5	141.5	155	290.5
EC:2.10.1.1	23130.49	22582.75	15473.17	11233.44	20613.03	8590.79	11588.91	19116.21	18041.61	15698.86	13782.14	9770.92	29391.54	23876.75	27010.55	22796.92	19515.54	18723.45	41808.2	32307.99	19797.73	40030.92	40794.04	22950.55	17901.03
EC:2.2.1.1	173398.29	191350.52	139611.86	135914.7	178011.5	49620.16	125344.69	210891.6	214465.39	130624.49	117785.12	98849.21	238068.47	161889.76	193519.41	168656.65	189144.84	209502.04	435103.79	182839.03	224910.14	102352.79	94355.73	218726.59	107444.55
EC:2.2.1.10	227	103	291	307	1576	145	81	270	263	264	131	117	4688	260	243	231	105	98	222	146	459	251	135	549	348
EC:2.2.1.2	68351.13	70932.89	62583.22	61396.45	75133.32	21223.85	58568.06	67770.78	75496.08	61533.43	76433.04	47870.73	101711.74	64450.4	78727.39	64270.89	69586.04	58365.39	89157.47	96218.04	74086.78	65103.42	63596.37	71432.09	43921.4
EC:2.2.1.6	225614.29	242943.81	184679.2	182159.78	205916.24	69236.82	171657.93	228861.66	274007.47	179942.77	193499.9	132149.34	327249.46	215889.06	254854.09	216490.02	236916.39	211275.33	359883.78	286534.12	233215.73	158444.02	157759.59	275598.19	137521.97
EC:2.2.1.7	74447.75	73441.46	73327.71	81999.84	98035.69	20723.44	74087.2	90038.12	97292.14	73401.23	85298.8	67132.32	118656.43	77367.56	98794.76	74856.64	83402.86	74742.83	131754.45	80247.64	74480.97	93427.32	95629.46	92550.6	49976.45
EC:2.2.1.9	19609.6	23949.11	21907.55	13843.15	36528.37	8750.99	25709.71	43474.92	9594.44	28697.4	25594.17	28055.22	46361.45	33627.83	44498.73	31540.65	26427.75	24376.05	40401.9	34745.37	26587.36	45472.23	37978.38	16231.33	16035.64
EC:2.3.1.1	54514.03	54211.85	50213.41	48953.22	47593.64	14403.59	44623.73	47090.13	62685.63	36965.8	60848.91	26247.92	68963.56	41086.7	47213.1	41022.2	55508.23	54871.23	93125.7	63314.77	48076.36	39747.95	47859.04	70034.53	32761.25
EC:2.3.1.101	44	6	418	138	976	8	12	18	46	24	42	0	0	10	8	0	10	0	8	14	8	0	0	6	0
EC:2.3.1.102	0	0	0	0	0	0	0	47.71	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	17.5
EC:2.3.1.109	11130.67	15610.58	1938.9	2741.67	4972.16	4552	7005.84	14411.87	2688.34	10103.33	2736.33	6533	12569	15598.1	21367.43	17061.17	12235.17	11635.58	17924.58	27705.33	14929.33	5616.67	3034.83	8574.1	7352.5
EC:2.3.1.117	31684.75	33669.21	26890.26	21382.21	22902.17	8373.91	36582.69	36734.97	17994.75	25281.64	49585.32	17588.97	27923.02	24690.47	37026.99	24795.82	37615.47	43653.88	65343.53	48450.45	41196.63	24897.45	27109.64	28273.38	20821.13
EC:2.3.1.118	12020.67	16574.71	2479.45	3374.75	5706.33	4921	8196.09	13860.04	5941.92	11097.33	4883.58	7025	13370.5	16238.38	21756.13	18299.25	12260.5	11298.79	17666.29	28097.58	15444.33	6437.5	15799.33	9588.97	8137.75
EC:2.3.1.12	20589.8	22918.39	13268.71	6329.9	20136.18	10602.53	12119.69	21441.38	5831.53	15583.76	17294.01	12082.14	41088.62	38874.92	46969.38	30943.4	25419.42	24189.33	37179.19	32076.16	17733.33	9296.17	10566.81	16955.99	12465.74
EC:2.3.1.122	0	0	0	0	0	0	15	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:2.3.1.128	110870.82	113759.28	91815.67	76000.04	103180.39	33197.33	91475.22	104342.86	122641.19	84526.98	127486.62	50622.38	117125.81	111138.02	135651.55	106908.08	115290.68	120560.76	231811.64	127699.77	138489.84	53577.15	81422.5	150093.24	67056.15
EC:2.3.1.129	29913.3	32992.76	25331.62	20279.18	48152.76	9107.11	37485.86	57465.92	11723.06	46382.07	35315.41	47308.9	64978.84	38268.39	56068.96	38814.88	33827.78	31805.71	44108.08	37923.11	36944.29	79824.13	68146.14	20875.5	26250.44
EC:2.3.1.15	108898.85	117146.1	85356.7	88836.32	103013.52	37798.01	75212.66	109769.71	159683.36	80527.35	54958.12	61249.26	147790.61	125946.37	142666.79	123063.02	124532.09	100667.41	201803.66	138368.82	92665.3	38305.53	46346.2	152183.59	60841.33
EC:2.3.1.157	39342.15	41975.54	38764.73	27290.18	37052.97	13799.94	44286.42	45626.47	37567.89	33991.97	61903.97	25752	45848.91	48661.87	63301.26	44101.76	44225.93	49465.72	80763.51	53626.55	45165.83	28705.65	34739.8	51719.82	26947.06
EC:2.3.1.16	22687.84	31384.42	4356.23	5850.34	12293.49	9378	13944.68	27116.91	6029.68	20653.66	6391.16	13266	29221.5	31483.27	43061.1	35257.17	23980.17	22559.25	35648.75	55704.16	30110.66	11450.67	10295.56	17562.27	15059.8
EC:2.3.1.168	741	647	4807	80	4230	1709	916	629	229	375	4587	414	5664	3048	1018	207	643	670	671	943	80	229	4136.4	668	960.8
EC:2.3.1.169	10162.7	8075	8122.65	8583.5	8635.45	1912.6	2027.55	4027.4	19406.85	3951.95	3017.5	1839.5	2838.85	4338.95	2991.75	4877.65	3510.75	4138	4931.1	4588.55	2015.25	1224.65	995.65	12802	3220
EC:2.3.1.174	58.5	139.12	29.95	0	85.08	0	324.75	1136.58	0	0	44	0	72.5	312.55	628.38	61.92	519.42	699.79	941.29	72	0	79.67	16.25	122.55	17.5
EC:2.3.1.179	71162.55	74038.66	54416.77	54326.34	79091.64	23851.24	53609.15	79753.33	87288.92	64766.92	44527.92	53512.04	108044.85	80929.58	98307.78	78200.28	76321.12	60439.3	107585.44	87341.69	75360.82	70555.88	73225.53	110007.64	47212.4
EC:2.3.1.18	21805.48	27062.01	13712.14	11363.65	16860.46	7845.16	20759.66	20720.28	10351.28	19446.24	37695.97	13828.92	31777.43	21487.52	28382.91	23008.08	23740.25	19041.55	38107.97	37354.49	41685.31	18589.52	16609.72	20996.9	15652.87
EC:2.3.1.180	58990.02	59168.21	54467.14	51433.05	81062.93	19288.63	54736.5	78555.83	65730.33	66498.71	72418.41	52136.24	110211.49	72518.26	93747.73	65950.78	73112.43	56348.49	95763.92	61210.02	62768.08	121240.54	111309.97	63625.93	41479.29
EC:2.3.1.181	19319.9	23811.31	12415.9	11361.89	26611.62	6778.14	21485.41	35111.77	7477.38	27794	19673.57	26012.07	39814.25	26797.22	38790.97	28014.65	22784.5	20583.7	29953.35	32970.22	26189.36	48018.68	40766.93	15018.69	15886.24
EC:2.3.1.182	7970.73	8098.98	10481.84	8216.26	20676.25	2113.39	14322.06	21367.4	4539.78	17179.04	15453.54	19140.45	23822.25	10855.75	16733.29	10087.9	10528.93	9440.46	12267.48	5029.98	10655.23	31599.9	27097.03	6181.31	7970.97
EC:2.3.1.183	53298.72	53873.36	53370.91	51628.95	49974.64	16757.97	57745.36	54254.19	70665.58	46638.8	69484.83	29417.53	67820.81	44557.41	51039.08	44672.51	53720.83	43446.82	62267.64	63194.66	50702.16	50130.67	45676.69	68880.77	33220.4
EC:2.3.1.187	725.5	726.62	512.45	413	1381.58	844.5	2587.25	5861.79	542	1609.5	425	3780	990.5	15074.55	21830.55	10083.42	1988.42	1660.79	3833.79	1303	1498	2011.17	1038.75	807.05	465
EC:2.3.1.189	0	0	0	0	0	0	15	27	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
EC:2.3.1.19	12437.43	9864.64	14621.83	10029.5	30873.87	3512.16	15353.34	20871.72	7573.08	15299.32	9538.05	19295.82	26303.52	13200.08	16007.7	13631.14	11326.67	9238.78	17194.2	7471.02	11746.18	12625.1	17597.96	10895.39	8715.3
EC:2.3.1.191	22040.57	24976.78	15367.45	12353.59	28746.34	7027.72	23462.47	36485.02	7793.45	29377.03	19922.87	28193.45	41628.09	27544.97	39428.67	28825.48	24138.68	22677.92	32252.77	33374.3	26631.56	48268.23	41095.61	15350.86	18350.47
EC:2.3.1.193	11072.17	15484.46	1911.95	2749.67	4904.08	4552	6681.09	13299.29	2727.34	10110.33	2692.33	6533	12501.5	15285.55	21104.05	17017.25	11736.75	10948.79	17007.29	27633.33	14937.33	5564	3023.58	8464.55	7356.5
EC:2.3.1.20	0	0	0	0	0	0	15	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:2.3.1.201	1195.02	2067.53	2041.53	1727.23	3280.97	343.67	2572.45	3085.15	1168.38	4411.1	10680.5	1655.9	5144.42	1632.21	4776.14	805.78	2759.89	2794.95	1744.8	871.98	1118.6	30785.52	25233.93	1224.98	1808.3
EC:2.3.1.203	936	1083	591	506	776	384	915	532	3239	451	391	315	659	995	618	1363	591	466	940	433	1273	289	406	1167	673
EC:2.3.1.204	1333.4	1143.5	5292.3	514.8	5562.3	2585.7	3198.9	5344.5	804.8	2006.5	4983.4	4215.2	6580.8	17818.4	22271.77	10274.7	2130.8	1639	3701.8	2194.6	1610.2	2216.7	5180.5	1359.1	1425.1
EC:2.3.1.210	11072.17	15484.46	1908.95	2741.67	4900.08	4552	6681.09	13299.29	2688.34	10103.33	2692.33	6533	12496.5	15285.55	21104.05	16999.25	11715.75	10935.79	16983.29	27633.33	14929.33	5556	3018.58	8451.55	7352.5
EC:2.3.1.222	35.5	65.5	15.33	64	38.33	135	618.5	1515.54	131	106	28.5	110	46.5	601.17	659	1599.67	152.67	185.67	294.17	80.5	0	166.67	103	183.17	51
EC:2.3.1.223	58.5	139.12	29.95	0	85.08	0	324.75	1136.58	0	0	44	0	72.5	312.55	628.38	61.92	519.42	699.79	941.29	72	0	79.67	16.25	122.55	17.5
EC:2.3.1.234	74885.08	75222.53	76791.72	68343.67	92547.68	24280.76	72322.85	83372.6	101677.85	69320.95	96547.34	54722.95	115402.45	78283.24	92518.56	72786.84	79813.78	75197.35	132325.43	77416.57	66255.74	119030.86	118976.68	105999.76	50696.06
EC:2.3.1.241	25842.74	27851.4	18346.23	13441.26	30256.42	7236.22	27256.05	40289.81	8108.95	30839.36	21168.37	30395.11	43680.26	28288.52	40512.38	29024.4	26090.76	25450.05	34671.23	33674.46	26963.89	51964.23	42020.36	15680.08	22299.13
EC:2.3.1.242	11072.17	15484.46	1908.95	2741.67	4900.08	4552	6681.09	13299.29	2688.34	10103.33	2692.33	6533	12496.5	15285.55	21104.05	16999.25	11715.75	10935.79	16983.29	27633.33	14929.33	5556	3018.58	8451.55	7352.5
EC:2.3.1.243	11072.17	15484.46	1911.95	2749.67	4904.08	4552	6681.09	13299.29	2727.34	10110.33	2692.33	6533	12501.5	15285.55	21104.05	17017.25	11736.75	10948.79	17007.29	27633.33	14937.33	5564	3023.58	8464.55	7356.5
EC:2.3.1.28	18084.16	16679.52	23103.69	18131.57	44881.89	5977.82	25648.4	38124.27	24217.9	32427.83	21193.24	37901.32	51630.54	23105.91	30641.11	26720.97	27952.86	21882.55	45560.56	15301.28	21561.69	39573.77	32747.24	23784.17	16354.04
EC:2.3.1.29	26832.31	29593.26	26547	19114.31	52580.01	11161.36	30107.28	50031.85	14097.22	39192.87	32961.61	46649.49	73641.08	49993.27	69646.56	43099	39223.78	31316.09	54379.29	41849.41	35635.29	53518.39	44753.36	22231.28	21577.78
EC:2.3.1.30	69944.27	75510.68	58492.53	54085.06	81439.03	20619.14	54005.35	93609.68	84547.25	68784.86	56963.87	56127.01	113655.46	76852.41	97722.39	73082.18	83668.62	85604.26	157959.9	65344.33	66009.19	98745.35	90419.85	86128.61	46996.75
EC:2.3.1.31	836	630.67	5539.33	461.33	6615.17	1743	1248.33	1016.83	973.83	549.33	4675	450.67	7939	3276	1140.33	428.5	1522.5	964.67	858.5	1291.83	323.5	282.33	4186.17	1261.5	1057.47
EC:2.3.1.35	41997.86	37342.22	47716.13	45445.72	39935.89	9485.59	37179.31	33215.01	59442.96	24653.14	55793.58	17239.25	51236.56	24113.65	24139.22	21598.45	42721.98	42544.77	73591.41	35256.11	32516.03	23059.62	29944.79	61120.48	24116.78
EC:2.3.1.39	56750.88	56027.06	50995.5	50404	70129.97	18970.74	47787.14	71178.99	76616.91	55654.09	38078.59	51354.04	90726.85	78800.35	96941.37	69004.62	64700.3	49029.21	91513.35	59742.69	60062.49	60418.39	57048.2	75215.07	36082.9
EC:2.3.1.40	11103.17	15493.13	1929.28	2760	5678.75	4556	6705.42	13332.62	2742.67	10119.66	2698.33	6544.67	14426.5	15359.55	21132.38	17085.25	11741.75	10955.46	17020.29	27637.66	14944.33	5565.33	3026.25	8471.55	7371.17
EC:2.3.1.41	15793.51	18683.7	8516.61	7127.99	14349.41	6089.83	12311.4	25567.11	6219.13	18959.56	5709.33	14803	17371.88	22606.27	29423.35	25641.68	17849.66	14401.67	21024.89	31049.61	21973.83	9467.88	6801.01	11418.93	11990.28
EC:2.3.1.46	62238.68	65455.89	56679.54	58811.44	61328.75	16794.61	60858.15	68611.45	79185.78	56716.93	71337.88	43850	82201.68	49805.97	62266.63	52880.73	66728.36	64332.35	105470.21	68449.49	59093.14	50419.41	51753.69	80626.99	39639.4
EC:2.3.1.47	28569.13	32171.74	23081.69	19620.45	49694.07	9346.2	35647.82	55877.17	11630.68	44863.67	35016.31	45108.97	62185.5	38026.97	55757.81	38696.3	31877.08	29748.86	42576.08	38005.45	36145.64	69039.28	61415.61	20730.5	23703.56
EC:2.3.1.48	2277	1425.5	6019	3079	3611.5	566	4689	4313.5	7686	1371	1007	4819.5	3465	1720	1770.5	1484	5074	1627	2179	3580.5	858	1097.5	3634.5	1126	1001.5
EC:2.3.1.51	90169.36	86009.49	85502.44	92100.82	99302.34	25556.62	75517.63	81571.12	137519.77	73202.53	92790.98	54217.54	122375.4	80798.65	90787.91	77621.24	89095.49	68185.51	121671.4	85718.02	70968.82	83198.96	87153.63	129522.89	55899.49
EC:2.3.1.54	138957.07	154815.29	114883.79	112181.57	138779.04	45132.45	119695.07	170268.07	180312.19	127224.29	108063.08	98465.54	194369.08	145466.46	184812.08	155346.06	162295.59	155200.51	274757.83	194464.19	201800.24	102787.01	91190.13	155996.76	88186.9
